city_key,state,latitude,longitude,source
FAIRBORN,OH,39.82089,-84.01938,geonames
FAIRBURN,GA,33.56706,-84.58104,geonames
FAIRFAX,VA,38.84622,-77.30637,geonames
FAIRFIELD,IL,42.21919,-88.06147,geonames
FAIRFIELD,ME,44.58840,-69.59866,geonames
FAIRFIELD,NJ,40.88371,-74.30598,geonames
FAIRFIELD,TX,31.72461,-96.16525,geonames
FAIRLESS HILLS,PA,40.17955,-74.85516,geonames
FAIRMONT,MN,43.65218,-94.46108,geonames
FAIRMONT,NE,40.63695,-97.58533,geonames
FAIRMONT,WV,39.48508,-80.14258,geonames
FAIRVIEW,KS,39.84111,-95.72804,geonames
FAIRVIEW,TN,35.98201,-87.12140,geonames
FALFURRIAS,TX,27.22699,-98.14417,geonames
FALKVILLE,AL,34.36843,-86.90862,geonames
FALL RIVER,MA,41.70149,-71.15505,geonames
FALLING WATERS,WV,39.55926,-77.89083,geonames
FALLON,NV,39.47353,-118.77737,geonames
FALLS CITY,NE,40.06084,-95.60193,geonames
FALLS CREEK,PA,41.14506,-78.80447,geonames
FANCY GAP,VA,36.66596,-80.69229,geonames
FARGO,ND,46.87719,-96.78980,geonames
FARIBAULT,MN,44.29496,-93.26883,geonames
FARINA,IL,38.83421,-88.77228,geonames
FARMER CITY,IL,40.24337,-88.64257,geonames
FARMERSVILLE,IL,39.44339,-89.65176,geonames
FARMERVILLE,LA,32.77347,-92.40570,geonames
FARMINGTON,ME,44.67062,-70.15117,geonames
FARMINGTON,NM,36.72806,-108.21869,geonames
FARMVILLE,NC,35.59544,-77.58525,geonames
FAUCETT,MO,39.60000,-94.79746,geonames
FAYETTEVILLE,AR,36.06258,-94.15743,geonames
FAYETTEVILLE,NC,35.05266,-78.87836,geonames
FAYETTEVILLE,PA,39.91120,-77.54999,geonames
FAYETTEVILLE,TN,35.15203,-86.57055,geonames
FEASTERVILLE TREVOSE,PA,40.15242,-74.98655,geonames-fuzzy
FEDERAL WAY,WA,47.32232,-122.31262,geonames
FELTON,DE,39.00845,-75.57798,geonames
FENNIMORE,WI,42.98360,-90.65540,geonames
FENTON,MI,42.79781,-83.70495,geonames
FENTON,MO,38.51311,-90.43595,geonames
FERGUS FALLS,MN,46.28302,-96.07756,geonames
FERNDALE,WA,48.84650,-122.59101,geonames
FERNLEY,NV,39.60797,-119.25183,geonames
FERRISBURGH,VT,44.20561,-73.24623,geonames
FESSENDEN,ND,47.64917,-99.62929,geonames
FILLMORE,UT,38.96885,-112.32355,geonames
FINDLAY,OH,41.04422,-83.64993,geonames
FLAGSTAFF,AZ,35.19807,-111.65127,geonames
FLAT ROCK,NC,35.27123,-82.44151,geonames
FLATONIA,TX,29.68773,-97.10860,geonames
FLEETWOOD,PA,40.45398,-75.81798,geonames
FLEMINGTON,NJ,40.51233,-74.85933,geonames
FLINT,MI,43.01253,-83.68746,geonames
FLORA,IL,38.66894,-88.48560,geonames
FLORA VISTA,NM,36.79445,-108.08035,geonames
FLORENCE,KS,38.24446,-96.92808,geonames
FLORENCE,KY,38.99895,-84.62661,geonames
FLORENCE,MS,32.15348,-90.13120,geonames
FLORENCE,SC,34.19543,-79.76256,geonames
FLORESVILLE,TX,29.13358,-98.15612,geonames
FLOWOOD,MS,32.30959,-90.13898,geonames
FLOYD,IA,43.12775,-92.73630,geonames
FOLEY,AL,30.40659,-87.68360,geonames
FOLKSTON,GA,30.83095,-82.01131,geonames
FOND DU LAC,WI,43.77500,-88.43883,geonames
FOREST,MS,32.36459,-89.47423,geonames
FOREST CITY,IA,43.26246,-93.63716,geonames
FOREST CITY,MO,39.98250,-95.19192,geonames
FOREST LAKE,MN,45.27886,-92.98522,geonames
FOREST PARK,GA,33.62205,-84.36909,geonames
FORISTELL,MO,38.81505,-90.95597,geonames
FORREST CITY,AR,35.00815,-90.78983,geonames
FORSYTH,GA,33.03430,-83.93824,geonames
FORT ANN,NY,43.41424,-73.48761,geonames
FORT ATKINSON,WI,42.92889,-88.83705,geonames
FORT BRIDGER,WY,41.31662,-110.38433,geonames
FORT COLLINS,CO,40.58526,-105.08442,geonames
FORT DODGE,IA,42.49747,-94.16802,geonames
FORT EDWARD,NY,43.26702,-73.58456,geonames
FORT HALL,ID,43.03325,-112.43831,geonames
FORT LAUDERDALE,FL,26.12231,-80.14338,geonames
FORT MADISON,IA,40.62976,-91.31515,geonames
FORT MILL,SC,35.00737,-80.94508,geonames
FORT MORGAN,CO,40.25026,-103.79995,geonames
FORT MYERS,FL,26.62168,-81.84059,geonames
FORT PAYNE,AL,34.44425,-85.71969,geonames
FORT PIERCE,FL,27.44671,-80.32561,geonames
FORT PIERRE,SD,44.35359,-100.37374,geonames
FORT SCOTT,KS,37.83976,-94.70830,geonames
FORT SMITH,AR,35.38592,-94.39855,geonames
FORT STOCKTON,TX,30.89404,-102.87932,geonames
FORT VALLEY,GA,32.55376,-83.88741,geonames
FORT WAYNE,IN,41.13060,-85.12886,geonames
FORT WORTH,TX,32.72541,-97.32085,geonames
FORTSON,GA,32.60708,-84.93715,geonames
FOUNTAIN,CO,38.68222,-104.70081,geonames
FOUNTAIN INN,SC,34.68901,-82.19567,geonames
FOWLER,IN,40.61670,-87.32085,geonames
FOWLERVILLE,MI,42.66059,-84.07301,geonames
FOX LAKE,WI,43.56554,-88.90650,geonames
FRAMINGHAM,MA,42.27926,-71.41617,geonames
FRANCIS CREEK,WI,44.19944,-87.72148,geonames
FRANKFORT,IL,41.49587,-87.84866,geonames
FRANKFORT,IN,40.27948,-86.51084,geonames
FRANKFORT,KY,38.20091,-84.87328,geonames
FRANKLIN,ID,42.01354,-111.80717,geonames
FRANKLIN,KY,36.72226,-86.57722,geonames
FRANKLIN,LA,29.79604,-91.50150,geonames
FRANKLIN,OH,39.96118,-82.99879,geonames
FRANKLIN,TN,35.92506,-86.86889,geonames
FRANKLIN,TX,31.75872,-106.48693,geonames
FRANKLIN,VA,36.67765,-76.92246,geonames
FRANKLIN PARK,IL,41.93531,-87.86562,geonames
FRANKLINVILLE,NJ,40.82232,-74.15987,geonames
FRANKSVILLE,WI,42.76002,-87.91341,geonames
FREDERICK,MD,39.41427,-77.41054,geonames
FREDERICKSBURG,VA,38.30318,-77.46054,geonames
FREDERICKTOWN,MO,37.55978,-90.29401,geonames
FREDONIA,KS,37.53394,-95.82665,geonames
FREEMAN,SD,43.35249,-97.43729,geonames
FREER,TX,27.88280,-98.61779,geonames
FREMONT,IN,41.73088,-84.93274,geonames
FREMONT,NE,41.43333,-96.49808,geonames
FREMONT,OH,41.35033,-83.12186,geonames
FREMONT,WI,44.25970,-88.86483,geonames
FRIENDSHIP,WI,43.97053,-89.81679,geonames
FRIERSON,LA,32.25183,-93.68990,geonames
FRIONA,TX,34.64173,-102.72410,geonames
FRITCH,TX,35.63977,-101.60323,geonames
FRONT ROYAL,VA,38.91817,-78.19444,geonames
FRUITA,CO,39.15887,-108.72899,geonames
FRUITLAND,ID,44.00766,-116.91655,geonames
FULTON,MO,38.84671,-91.94796,geonames
FULTONVILLE,NY,42.94785,-74.37041,geonames
GADSDEN,AL,34.01434,-86.00639,geonames
GAFFNEY,SC,35.07179,-81.64982,geonames
GAINESVILLE,FL,29.65163,-82.32483,geonames
GAINESVILLE,GA,34.29788,-83.82407,geonames
GAINESVILLE,TX,33.62594,-97.13335,geonames
GAITHERSBURG,MD,39.14344,-77.20137,geonames
GALATIA,IL,37.84060,-88.60922,geonames
GALESBURG,IL,40.94782,-90.37124,geonames
GALION,OH,40.73367,-82.78990,geonames
GALLATIN,MO,39.91445,-93.96217,geonames
GALLIANO,LA,29.44216,-90.29925,geonames
GALLIPOLIS,OH,38.80980,-82.20237,geonames
GALLUP,NM,35.52808,-108.74258,geonames
GANSEVOORT,NY,43.19618,-73.65178,geonames
GAP,PA,39.98732,-76.02051,geonames
GARDEN CITY,KS,37.97169,-100.87266,geonames
GARDNER,KS,38.81084,-94.92719,geonames
GARDNERVILLE,NV,38.94130,-119.74962,geonames
GARLAND,TX,32.91262,-96.63888,geonames
GARNER,IA,43.10246,-93.60188,geonames
GARNER,NC,35.71126,-78.61417,geonames
GARNETT,KS,38.28058,-95.24192,geonames
GARY,IN,41.59337,-87.34643,geonames
GARYVILLE,LA,30.05604,-90.61926,geonames
GAS CITY,IN,40.48726,-85.61303,geonames
GASSAWAY,WV,38.67315,-80.77482,geonames
GASSVILLE,AR,36.28312,-92.49405,geonames
GASTON,IN,40.31393,-85.50053,geonames
GASTON,SC,33.81710,-81.10093,geonames
GASTONIA,NC,35.26208,-81.18730,geonames
GATESVILLE,TX,31.43516,-97.74391,geonames
GAYLORD,MI,45.02751,-84.67475,geonames
GAYLORD,MN,44.55302,-94.22053,geonames
GEARY,OK,35.63116,-98.31729,geonames
GENESEO,IL,41.44809,-90.15428,geonames
GENEVA,IN,40.59199,-84.95719,geonames
GENEVA,NE,40.52695,-97.59588,geonames
GENEVA,OH,39.66201,-82.43349,geonames
GENOA,NE,41.44862,-97.73061,geonames
GENOA,OH,40.78284,-81.46651,geonames
GEORGE,WA,47.07902,-119.85588,geonames
GEORGE WEST,TX,28.33250,-98.11751,geonames
GEORGETOWN,IN,40.74060,-86.50473,geonames
GEORGETOWN,KY,38.20980,-84.55883,geonames
GEORGETOWN,SC,33.37683,-79.29450,geonames
GEORGETOWN,TX,30.63269,-97.67723,geonames
GETTYSBURG,PA,39.83093,-77.23110,geonames
GIBBON,NE,40.74835,-98.84480,geonames
GIDDINGS,TX,30.18272,-96.93637,geonames
GILA BEND,AZ,32.94782,-112.71683,geonames
GILBERT,SC,33.92431,-81.39371,geonames
GILBERTS,IL,42.10336,-88.37286,geonames
GILLETTE,WY,44.29109,-105.50222,geonames
GILMAN,IL,40.76670,-87.99226,geonames
GIRARD,OH,41.15395,-80.70147,geonames
GLADE SPRING,VA,36.79122,-81.77123,geonames
GLADSTONE,VA,37.54681,-78.84946,geonames
GLASGOW,MO,39.22725,-92.84658,geonames
GLEN BURNIE,MD,39.16261,-76.62469,geonames
GLEN ROSE,TX,32.23459,-97.75531,geonames
GLENCOE,KY,38.71451,-84.82273,geonames
GLENCOE,MN,44.76913,-94.15164,geonames
GLENDALE,AZ,33.53865,-112.18599,geonames
GLENDALE,KY,37.60173,-85.90552,geonames
GLENDIVE,MT,47.10529,-104.71246,geonames
GLENMONT,NY,42.60480,-73.76957,geonames
GLOBE,AZ,33.39422,-110.78650,geonames
GLYNDON,MN,46.87524,-96.57896,geonames
GODLEY,TX,32.44903,-97.52669,geonames
GOLDEN,CO,39.75554,-105.22110,geonames
GOLDSBORO,NC,35.38488,-77.99277,geonames
GOLDTHWAITE,TX,31.44989,-98.57088,geonames
GONZALES,LA,30.23853,-90.92010,geonames
GONZALES,TX,29.50163,-97.45249,geonames
GOODFIELD,IL,40.62976,-89.27481,geonames
GOODLAND,KS,39.35083,-101.71017,geonames
GOODLETTSVILLE,TN,36.32311,-86.71333,geonames
GORDON,AL,31.14129,-85.09660,geonames
GORDON,GA,32.88209,-83.33238,geonames
GORDON,NE,42.80472,-102.20322,geonames
GORDON,TX,32.54846,-98.36922,geonames
GORDONSVILLE,TN,36.17256,-85.92971,geonames
GORDONSVILLE,VA,38.13736,-78.18778,geonames
GORHAM,NH,44.38784,-71.17313,geonames
GOSHEN,IN,41.58227,-85.83444,geonames
GOTHENBURG,NE,40.92945,-100.16068,geonames
GOULDSBORO,PA,41.24453,-75.45602,geonames
GRAFTON,OH,41.27255,-82.05459,geonames
GRAHAM,NC,36.06903,-79.40058,geonames
GRAIN VALLEY,MO,39.01501,-94.19856,geonames
GRAMERCY,LA,30.04742,-90.68981,geonames
GRANBURY,TX,32.44208,-97.79420,geonames
GRAND BAY,AL,30.47631,-88.34223,geonames
GRAND BLANC,MI,42.92753,-83.62995,geonames
GRAND COTEAU,LA,30.41992,-92.04651,geonames
GRAND FORKS,ND,47.92526,-97.03285,geonames
GRAND HAVEN,MI,43.06307,-86.22839,geonames
GRAND ISLAND,NE,40.92501,-98.34201,geonames
GRAND JUNCTION,CO,39.06387,-108.55065,geonames
GRAND LEDGE,MI,42.75337,-84.74638,geonames
GRAND PRAIRIE,TX,32.74596,-96.99778,geonames
GRAND RAPIDS,MI,42.96336,-85.66809,geonames
GRAND RIDGE,FL,30.71291,-85.02328,geonames
GRANDVIEW,MO,38.88584,-94.53301,geonames
GRANGER,WA,46.34207,-120.18727,geonames
GRANGEVILLE,ID,45.92655,-116.12237,geonames
GRANITE CITY,IL,38.70144,-90.14872,geonames
GRANITEVILLE,SC,33.56375,-81.80789,geonames
GRANT,OK,33.94316,-95.51357,geonames
GRANT PARK,IL,41.24114,-87.64615,geonames
GRANTSBORO,NC,35.14044,-76.84244,geonames
GRANTSVILLE,MD,39.69508,-79.15114,geonames
GRASSY BUTTE,ND,47.39251,-103.24797,geonames
GRAY,LA,29.69771,-90.78648,geonames
GRAYLING,MI,44.66140,-84.71475,geonames
GRAYSON,KY,38.33258,-82.94850,geonames
GRAYVILLE,IL,38.25755,-87.99364,geonames
GREAT FALLS,MT,47.50024,-111.30081,geonames
GREELEY,CO,40.42331,-104.70913,geonames
GREEN BAY,WI,44.51916,-88.01983,geonames
GREEN RIVER,UT,38.99525,-110.16180,geonames
GREEN RIVER,WY,41.52858,-109.46625,geonames
GREENBRIER,AR,35.23397,-92.38765,geonames
GREENCASTLE,PA,39.79037,-77.72777,geonames
GREENE,IA,42.89581,-92.80242,geonames
GREENEVILLE,TN,36.16316,-82.83099,geonames
GREENFIELD,IN,39.61366,-86.10665,geonames
GREENLAND,NH,43.03620,-70.83283,geonames
GREENSBORO,GA,33.57568,-83.18238,geonames
GREENSBORO,NC,36.07264,-79.79198,geonames
GREENSBURG,IN,39.33727,-85.48358,geonames
GREENSBURG,LA,30.83074,-90.67176,geonames
GREENTOWN,PA,41.32176,-75.30546,geonames
GREENUP,IL,39.24782,-88.16337,geonames
GREENUP,KY,38.57313,-82.83017,geonames
GREENVILLE,IL,38.89227,-89.41314,geonames
GREENVILLE,ME,45.45949,-69.59061,geonames
GREENVILLE,MS,33.40898,-91.05978,geonames
GREENVILLE,NC,35.61266,-77.36635,geonames
GREENVILLE,OH,40.10283,-84.63301,geonames
GREENVILLE,SC,34.85262,-82.39401,geonames
GREENWOOD,DE,38.80706,-75.59132,geonames
GREENWOOD,IN,39.61366,-86.10665,geonames
GREENWOOD,LA,32.44293,-93.97296,geonames
GREENWOOD,MS,33.51623,-90.17953,geonames
GREENWOOD,NE,40.96278,-96.44112,geonames
GREENWOOD,SC,34.19540,-82.16179,geonames
GREER,SC,34.93873,-82.22706,geonames
GRENADA,MS,33.76900,-89.80842,geonames
GRETNA,NE,41.14083,-96.23974,geonames
GRIFFIN,GA,33.24678,-84.26409,geonames
GRINNELL,IA,41.74305,-92.72241,geonames
GROSSE TETE,LA,30.41103,-91.43372,geonames
GROVE HILL,AL,31.70877,-87.77722,geonames
GROVEPORT,OH,39.87840,-82.88379,geonames
GROVERTOWN,IN,41.37504,-86.50473,geonames
GROVETOWN,GA,33.45042,-82.19818,geonames
GULFPORT,MS,30.36742,-89.09282,geonames
GUM SPRING,VA,37.77570,-77.89666,geonames
GUNNISON,UT,39.15524,-111.81826,geonames
GUNTOWN,MS,34.44316,-88.65978,geonames
GURDON,AR,33.92094,-93.15406,geonames
GURNEE,IL,42.37030,-87.90202,geonames
GUTHRIE,OK,35.87894,-97.42532,geonames
GUTTENBERG,IA,42.78582,-91.09957,geonames
GUYMON,OK,36.68280,-101.48155,geonames
GUYTON,GA,32.33630,-81.39150,geonames
GWINN,MI,46.28106,-87.44097,geonames
HAGERSTOWN,MD,39.64176,-77.71999,geonames
HAHIRA,GA,30.99131,-83.37266,geonames
HAINES CITY,FL,28.11450,-81.62009,geonames
HALSEY,OR,44.38401,-123.10981,geonames
HALTOM CITY,TX,32.79957,-97.26918,geonames
HAMBURG,PA,40.55565,-75.98188,geonames
HAMEL,IL,38.88894,-89.84538,geonames
HAMILTON,AL,34.14232,-87.98864,geonames
HAMILTON,MO,39.74362,-93.99827,geonames
HAMILTON,TX,31.70377,-98.12392,geonames
HAMMOND,IN,41.58337,-87.50004,geonames
HAMMOND,LA,30.50463,-90.46293,geonames
HAMPSHIRE,IL,42.09780,-88.53036,geonames
HAMPTON,GA,33.38706,-84.28298,geonames
HAMPTON,IA,42.74192,-93.20242,geonames
HAMPTON,NJ,40.70704,-74.95600,geonames
HAMPTON,VA,37.02987,-76.34522,geonames
HAMPTONVILLE,NC,36.09847,-80.76035,geonames
HAMSHIRE,TX,29.86161,-94.31241,geonames
HANCEVILLE,AL,34.06065,-86.76750,geonames
HANCOCK,MD,39.69898,-78.17973,geonames
HANKAMER,TX,29.85828,-94.62686,geonames
HANKINSON,ND,46.06968,-96.90175,geonames
HANNA,IN,41.41199,-86.78002,geonames
HANNIBAL,MO,39.70838,-91.35848,geonames
HANNIBAL,OH,39.66730,-80.87204,geonames
HANOVER,KS,39.89389,-96.87947,geonames
HANOVER PARK,IL,41.99947,-88.14507,geonames
HANSON,KY,37.41727,-87.48083,geonames
HARDEEVILLE,SC,32.28714,-81.08067,geonames
HARDIN,MT,45.73248,-107.61203,geonames
HARDY,AR,36.31590,-91.48264,geonames
HARFORD,PA,41.78230,-75.70158,geonames
HARLEM,GA,33.41458,-82.31262,geonames
HARLEYVILLE,SC,33.21461,-80.44787,geonames
HARLINGEN,TX,26.19063,-97.69610,geonames
HARPURSVILLE,NY,42.17841,-75.62463,geonames
HARRISBURG,IL,37.73838,-88.54061,geonames
HARRISBURG,NC,35.32395,-80.65784,geonames
HARRISBURG,PA,40.27370,-76.88442,geonames
HARRISBURG,SD,43.43137,-96.69727,geonames
HARRISON,AR,36.22979,-93.10768,geonames
HARRISON,OH,39.26200,-84.81995,geonames
HARRISONBURG,VA,38.44957,-78.86892,geonames
HARRISONVILLE,MO,38.65334,-94.34884,geonames
HARRISVILLE,PA,41.13673,-80.00922,geonames
HARROLD,TX,34.08065,-99.03230,geonames
HART,MI,43.69834,-86.36397,geonames
HARTFORD,AL,31.10240,-85.69688,geonames
HARTFORD,CT,41.76371,-72.68509,geonames
HARTFORD,IL,38.83338,-90.09594,geonames
HARTFORD,SD,43.62303,-96.94255,geonames
HARTFORD,TN,35.81676,-83.14321,geonames
HARTFORD,WI,43.31778,-88.37899,geonames
HARTLAND,WI,43.10501,-88.34204,geonames
HARTSVILLE,SC,34.37404,-80.07340,geonames
HARWOOD,ND,46.97941,-96.88064,geonames
HASKELL,TX,33.15760,-99.73370,geonames
HASLET,TX,32.97485,-97.34780,geonames
HASTINGS,FL,29.71802,-81.50813,geonames
HASTINGS,MN,44.74330,-92.85243,geonames
HASTINGS,NE,40.58612,-98.38839,geonames
HATCH,NM,32.66536,-107.15307,geonames
HATTIESBURG,MS,31.32712,-89.29034,geonames
HAUBSTADT,IN,38.20504,-87.57419,geonames
HAUGHTON,LA,32.53265,-93.50406,geonames
HAVANA,IL,40.30004,-90.06095,geonames
HAW RIVER,NC,36.09153,-79.36419,geonames
HAWKINSVILLE,GA,32.28377,-83.47212,geonames
HAWLEY,TX,32.61206,-99.81426,geonames
HAWTHORNE,FL,29.59191,-82.08732,geonames
HAWTHORNE,NV,38.52464,-118.62458,geonames
HAYS,KS,38.87918,-99.32677,geonames
HAYTI,MO,36.23368,-89.74953,geonames
HAYWARD,WI,46.01301,-91.48462,geonames
HAZELWOOD,MO,38.77144,-90.37095,geonames
HAZEN,AR,34.78093,-91.58097,geonames
HAZLEHURST,GA,31.86963,-82.59430,geonames
HAZLETON,PA,40.95842,-75.97465,geonames
HEADLAND,AL,31.35128,-85.34216,geonames
HEARNE,TX,30.87852,-96.59303,geonames
HEAVENER,OK,34.88927,-94.60078,geonames
HEBBRONVILLE,TX,27.30688,-98.68032,geonames
HEBRON,IN,41.31865,-87.20031,geonames
HEBRON,NE,40.16639,-97.58588,geonames
HEBRON,OH,39.96173,-82.49127,geonames
HEFLIN,AL,33.64899,-85.58746,geonames
HEIDELBERG,MS,31.88682,-88.98394,geonames
HEISKELL,TN,36.08175,-84.05380,geonames
HELENA,MT,46.59271,-112.03611,geonames
HELPER,UT,39.68413,-110.85461,geonames
HEMINGWAY,SC,33.75378,-79.44756,geonames
HENDERSON,KY,37.83615,-87.59001,geonames
HENDERSON,NE,40.77973,-97.81227,geonames
HENDERSON,NV,36.03970,-114.98194,geonames
HENDERSONVILLE,NC,35.31873,-82.46095,geonames
HENNESSEY,OK,36.10920,-97.89867,geonames
HENRICO,VA,36.59264,-78.61611,geonames
HENRIETTA,NY,43.05923,-77.61222,geonames
HENRIETTA,TX,33.81732,-98.19532,geonames
HENRY,IL,41.11142,-89.35648,geonames
HENRYETTA,OK,35.43983,-95.98194,geonames
HENSLEY,AR,34.50537,-92.20570,geonames
HEPHZIBAH,GA,33.31403,-82.09679,geonames
HERCULANEUM,MO,38.26839,-90.38012,geonames
HEREFORD,TX,34.81521,-102.39932,geonames
HERMISTON,OR,45.84041,-119.28946,geonames
HERMITAGE,PA,41.23339,-80.44868,geonames
HERMLEIGH,TX,32.63511,-100.75928,geonames
HERMOSA,SD,43.83971,-103.19102,geonames
HERON LAKE,MN,43.79496,-95.32028,geonames
HERSHEY,NE,41.15861,-101.00265,geonames
HERSHEY,PA,40.28592,-76.65025,geonames
HERTFORD,NC,36.19016,-76.46605,geonames
HESSTON,KS,38.13834,-97.43143,geonames
HEWITT,TX,31.46239,-97.19584,geonames
HEYBURN,ID,42.55852,-113.76390,geonames
HEYWORTH,IL,40.31337,-88.97369,geonames
HIALEAH,FL,25.85760,-80.27811,geonames
HIAWATHA,KS,39.85250,-95.53582,geonames
HICKORY,NC,35.73319,-81.34120,geonames
HICKORY HILLS,IL,41.72559,-87.82506,geonames
HIDALGO,TX,26.10035,-98.26307,geonames
HIGGINSVILLE,MO,39.07251,-93.71716,geonames
HIGH POINT,NC,35.95569,-80.00532,geonames
HIGHLAND,IN,41.55365,-87.45198,geonames
HILLSBORO,TN,35.41258,-85.97026,geonames
HILLSBORO,TX,32.01099,-97.13001,geonames
HILLSBOROUGH,NJ,40.47760,-74.62682,geonames
HILLSDALE,IL,41.61364,-90.17290,geonames
HILLSVILLE,VA,36.76263,-80.73479,geonames
HINCKLEY,MN,46.01134,-92.94437,geonames
HINSDALE,IL,41.80086,-87.93701,geonames
HINTON,IA,42.62777,-96.29169,geonames
HINTON,OK,35.47144,-98.35562,geonames
HIXTON,WI,44.38579,-91.01432,geonames
HOBART,IN,41.53226,-87.25504,geonames
HOBBS,NM,32.70261,-103.13604,geonames
HOGANSBURG,NY,44.97394,-74.66324,geonames
HOGANSVILLE,GA,33.17318,-84.91494,geonames
HOLBROOK,AZ,34.90225,-110.15818,geonames
HOLCOMB,KS,37.98614,-100.98933,geonames
HOLDEN,ME,44.75285,-68.67892,geonames
HOLDREGE,NE,40.44029,-99.36982,geonames
HOLLADAY,TN,35.87062,-88.14587,geonames
HOLLAND,IA,42.39887,-92.80048,geonames
HOLLAND,MI,42.78752,-86.10893,geonames
HOLLAND,OH,41.62172,-83.71160,geonames
HOLLY,MI,42.79197,-83.62773,geonames
HOLLY SPRINGS,MS,31.31573,-89.97786,geonames
HOLMEN,WI,43.96330,-91.25625,geonames
HOLSTEIN,IA,42.48915,-95.54500,geonames
HOLT,MO,39.45278,-94.34217,geonames
HOMER GLEN,IL,41.60003,-87.93811,geonames
HOMERVILLE,GA,31.03660,-82.74708,geonames
HOMESTEAD,FL,25.46872,-80.47756,geonames
HONDO,TX,29.34746,-99.14142,geonames
HONEA PATH,SC,34.44650,-82.39151,geonames
HOOKER,OK,36.86003,-101.21350,geonames
HOOKS,TX,33.46623,-94.28853,geonames
HOOPESTON,IL,40.46726,-87.66836,geonames
HOPE HULL,AL,32.26986,-86.35719,geonames
HOPE MILLS,NC,34.97044,-78.94531,geonames
HOPEWELL,VA,37.30432,-77.28720,geonames
HOPKINSVILLE,KY,36.86561,-87.49117,geonames
HORICON,WI,43.45138,-88.63121,geonames
HORSE CAVE,KY,37.17950,-85.90692,geonames
HORSEHEADS,NY,42.16702,-76.82051,geonames
HORSESHOE BAY,TX,30.54429,-98.37394,geonames
HORTONVILLE,WI,44.33470,-88.63816,geonames
HOSFORD,FL,30.38705,-84.79943,geonames
HOSSTON,LA,32.88764,-93.87851,geonames
HOT SPRINGS,SD,43.43165,-103.47436,geonames
HOT SPRINGS NATIONAL PARK,AR,34.50370,-93.05518,geonames
HOUGHTON LAKE,MI,44.31474,-84.76475,geonames
HOULTON,ME,46.12616,-67.84030,geonames
HOUMA,LA,29.59577,-90.71953,geonames
HOUSTON,MS,33.89845,-88.99923,geonames
HOWARD CITY,MI,43.39558,-85.46782,geonames
HOWE,IN,41.72144,-85.42054,geonames
HUBBARD,OH,41.15645,-80.56924,geonames
HUDSON,CO,40.07359,-104.64302,geonames
HUDSON,FL,28.36445,-82.69343,geonames
HUDSON,NH,42.76481,-71.43979,geonames
HUDSON,WI,44.97469,-92.75687,geonames
HUDSONVILLE,MI,42.87086,-85.86504,geonames
HUGO,MN,45.15997,-92.99327,geonames
HUGO,OK,34.01066,-95.50968,geonames
HUGOTON,KS,37.17530,-101.34960,geonames
HUNT VALLEY,MD,39.49983,-76.64108,geonames
HUNTINGTON,IN,40.88310,-85.49748,geonames
HUNTINGTON,OR,44.35127,-117.26657,geonames
HUNTINGTON,WV,38.41925,-82.44515,geonames
HUNTSVILLE,AL,34.73040,-86.58594,geonames
HUNTSVILLE,AR,36.08619,-93.74130,geonames
HUNTSVILLE,TX,30.72353,-95.55078,geonames
HURLOCK,MD,38.62428,-75.85438,geonames
HURON,SD,44.36332,-98.21426,geonames
HURRICANE,WV,38.43259,-82.02014,geonames
HURRICANE MILLS,TN,35.97117,-87.78197,geonames
HUTCHINS,TX,32.64930,-96.71305,geonames
HUTCHINSON,MN,44.88774,-94.36971,geonames
HUTTO,TX,30.54270,-97.54667,geonames
HUXLEY,IA,41.89527,-93.60077,geonames
HYATTSVILLE,MD,38.95594,-76.94553,geonames
IDA,LA,33.00430,-93.89490,geonames
IDABEL,OK,33.89566,-94.82633,geonames
IDAHO FALLS,ID,43.46658,-112.03414,geonames
IDALOU,TX,33.66647,-101.68294,geonames
IMLAY,NV,40.66074,-118.15042,geonames
IMLAY CITY,MI,43.02475,-83.07772,geonames
IMMOKALEE,FL,26.41869,-81.41730,geonames
INA,IL,38.15116,-88.90396,geonames
INDEPENDENCE,IA,42.46860,-91.88934,geonames
INDIAN SPRINGS,NV,36.56968,-115.67058,geonames
INDIANAPOLIS,IN,39.76838,-86.15804,geonames
INDIANOLA,MS,33.45095,-90.65509,geonames
INGLESIDE,TX,27.87780,-97.21166,geonames
INMAN,SC,35.04706,-82.09011,geonames
INTERNATIONAL FALLS,MN,48.60105,-93.41098,geonames
INVER GROVE HEIGHTS,MN,44.84802,-93.04272,geonames
INWOOD,WV,39.35788,-78.04000,geonames
IOLA,KS,37.92448,-95.39998,geonames
IONIA,MI,42.98725,-85.07112,geonames
IOWA,LA,30.23687,-93.01376,geonames
IOWA CITY,IA,41.66113,-91.53017,geonames
IOWA FALLS,IA,42.52248,-93.25131,geonames
IOWA PARK,TX,33.95148,-98.66867,geonames
IRON MOUNTAIN,MI,45.82023,-88.06596,geonames
IRONTON,OH,38.53675,-82.68294,geonames
IRONWOOD,MI,46.45467,-90.17101,geonames
IRVING,NY,42.56756,-79.11282,geonames
IRVING,TX,32.81402,-96.94889,geonames
IRVINGTON,AL,34.63981,-86.92917,geonames
ISANTI,MN,45.49024,-93.24773,geonames
ISLANDIA,NY,40.80426,-73.16900,geonames
ISOM,KY,37.18788,-82.89877,geonames
ITALY,TX,32.18404,-96.88472,geonames
ITASCA,IL,41.97503,-88.00729,geonames
